id,created_at,updated_at,closed_at,comment_cnt,title
269299029,"2017-10-28 09:06:03.000000","2022-10-13 00:18:12.000000",NULL,2,"DataFrame.interpolate() failes with complex dtype"
269438288,"2017-10-29 21:36:35.000000","2022-10-13 00:18:12.000000",NULL,19,"TypeError on argmax of object dtype (change from 0.20.3)"
269553669,"2017-10-30 10:44:50.000000","2021-06-12 18:34:52.000000",NULL,13,"Pandas pivot_table MultiIndex and dropna=False generates all combinations of modalities instead of keeping existing one only"
270383813,"2017-11-01 17:20:21.000000","2022-11-04 09:28:02.000000",NULL,18,"Styling console/terminal output"
270828021,"2017-11-02 22:28:10.000000","2021-05-25 19:32:15.000000",NULL,3,"groupby.Transform Aggregation into Collections returns individual elements (unless added or string concatenated)"
271161314,"2017-11-04 02:52:31.000000","2017-11-04 21:40:48.000000",NULL,3,"Behavior of new df.agg, df.transform and df.apply is very inconsistent"
271339173,"2017-11-06 02:06:47.000000","2021-06-12 18:38:28.000000",NULL,13,"DataFrame.rolling does nothing when values are in a list"
272282974,"2017-11-08 17:27:28.000000","2021-06-12 18:46:09.000000",NULL,2,"DataFrame replace slow on DataFrames containing strings when using use_inf_as_null option"
272677355,"2017-11-09 18:43:14.000000","2022-10-13 00:18:13.000000",NULL,20,"Feature to read csv from hdfs:// URL"
273047537,"2017-11-10 20:19:17.000000","2021-06-12 18:49:58.000000",NULL,0,"DataFrame.groupy renames columns when given a list of tuples - undocumented behavior"
273203499,"2017-11-12 05:10:14.000000","2020-06-28 20:05:30.000000",NULL,1,"Quarter.onOffset looks fishy"
273900196,"2017-11-14 18:43:28.000000","2022-10-13 00:18:14.000000",NULL,2,"Whitespace Normalization by Default in _HtmlFrameParser"
273967289,"2017-11-14 22:31:29.000000","2022-08-08 17:35:49.000000",NULL,3,"DOC: Pandoc installation instructions missing from development environment setup guide"
274802443,"2017-11-17 09:29:23.000000","2021-06-12 19:01:09.000000",NULL,1,"Numbers --> strings conversion - unexpected results (read_html)"
274851569,"2017-11-17 12:35:16.000000","2021-06-12 19:01:59.000000",NULL,8,"df.plot() could cause "ValueError: year XXXXX is out of range" if matplotlib.dates.AutoDateLocator is used"
275048753,"2017-11-18 03:14:34.000000","2017-11-26 02:43:33.000000",NULL,8,"Feature request: add violin plot as a DataFrame method"
275082228,"2017-11-18 14:15:45.000000","2022-10-13 00:18:14.000000",NULL,3,"DataFrame.stack() with flat columns won't sort"
275227708,"2017-11-20 03:32:53.000000","2021-06-12 19:03:33.000000",NULL,2,"high-freq properties of low-freq Periods"
275711707,"2017-11-21 13:28:49.000000","2020-11-14 23:20:35.000000",NULL,2,"int64 Series: += with boolean mask yielding wrong resultss"
275834650,"2017-11-21 19:36:55.000000","2022-01-10 00:25:07.000000",NULL,1,"Inconsistent changes of dtype on assignment to multiindexed columns"
276375830,"2017-11-23 13:31:01.000000","2021-06-12 19:25:19.000000",NULL,5,"df.plot bars with different colors depending on values"
276503634,"2017-11-24 03:01:52.000000","2021-09-05 04:24:13.000000",NULL,6,"assert_frame_equal not differentiating NaN and None within object dtype"
276592226,"2017-11-24 11:37:46.000000","2021-06-12 19:26:30.000000",NULL,5,"Problems plotting resampled time series when using loffset"
276693843,"2017-11-24 20:21:22.000000","2021-06-12 19:27:06.000000",NULL,2,"[feature] Add a from_dict method for MultiIndex construction"
276760275,"2017-11-25 16:09:18.000000","2021-06-12 19:29:39.000000",NULL,14,"Make pd.Series(index=values) equivalent to pd.Series(index=pd.Index(values))?"
277541138,"2017-11-28 21:17:54.000000","2021-06-12 19:30:11.000000",NULL,4,"pd.tseries.frequencies.is_subperiod(x, x) is inconsistent"
277833263,"2017-11-29 17:04:08.000000","2022-10-13 00:18:15.000000",NULL,5,"BUG: Converters handling inconsistent with usecols"
277963652,"2017-11-30 01:07:12.000000","2022-10-13 00:18:16.000000",NULL,1,"Unexpected plot() matplotlib time shift"
278439705,"2017-12-01 11:37:14.000000","2022-10-13 00:18:16.000000",NULL,8,"PERF: tab completion with a large index"
278451539,"2017-12-01 12:27:29.000000","2022-10-13 00:18:16.000000",NULL,3,"Inconsistent behaviour with min method on object dtype columns"
279039210,"2017-12-04 15:36:49.000000","2021-06-12 19:35:24.000000",NULL,2,".loc with (scalar, slice(None)) on MultiIndex does not drop first level"
279683714,"2017-12-06 09:33:06.000000","2020-09-22 03:10:10.000000",NULL,4,"Feature Request/Idea Treat a DataFrame full of Series as a Multindex Dataframe"
280180467,"2017-12-07 15:53:12.000000","2022-10-13 00:18:17.000000",NULL,2,"DataFrame.from_records ignores exclude if it is [0]"
280433050,"2017-12-08 09:53:22.000000","2022-10-13 00:18:17.000000",NULL,8,"bug: plot two lines, unordered xlabels with type str "
280510925,"2017-12-08 14:43:56.000000","2020-04-10 04:07:07.000000",NULL,7,"CSV files with header break with delim_whitespace and skiprows using the C-engine"
280569561,"2017-12-08 17:57:36.000000","2022-10-13 00:18:17.000000",NULL,7,"Groupby with function returning a tuple fails if index has a name"
280682817,"2017-12-09 05:04:34.000000","2022-10-13 00:18:18.000000",NULL,6,"Timezones silently dropped in parsing"
281187469,"2017-12-11 22:19:25.000000","2021-12-10 06:19:40.000000",NULL,3,"ddof for np.std in df.agg changes depending on how given & lambda expression does not work correctly in a list of functions "
281572087,"2017-12-12 23:20:31.000000","2021-06-12 19:40:18.000000",NULL,0,"No SettingWithCopyWarning for chained indexing when .loc or .iloc is first indexer"
281833177,"2017-12-13 17:28:41.000000","2022-10-13 00:18:18.000000",NULL,6,"Weird DatetimeIndex + secondary y axis plotting issue"
281971997,"2017-12-14 03:40:12.000000","2020-05-11 19:10:26.000000",NULL,6,"Resample for discrete values"
281977964,"2017-12-14 04:25:47.000000","2022-01-20 00:19:22.000000",NULL,8,"Merge with how='inner' does not always preserve the order of the left keys"
282465162,"2017-12-15 15:39:24.000000","2021-06-12 19:43:31.000000",NULL,9,"Timedelta parse AM/PM"
282974347,"2017-12-18 18:17:14.000000","2020-10-13 01:07:22.000000",NULL,2,"DataFrame vs Series vs Index arithmetic Roundup"
283274205,"2017-12-19 15:39:37.000000","2022-10-13 00:18:19.000000",NULL,7,"Series not honoring class __repr__ or __str__"
283370230,"2017-12-19 21:09:29.000000","2021-06-12 19:46:20.000000",NULL,0,"Offsets Roundup"
283399509,"2017-12-19 23:13:37.000000","2022-10-13 00:18:19.000000",NULL,12,"DOC: improve docs for broadcasting behavior"
283558996,"2017-12-20 13:15:36.000000","2022-10-13 00:18:19.000000",NULL,1,"Groupby doesn't call aggregation on empty groups"
283690658,"2017-12-20 20:48:51.000000","2021-06-12 19:47:52.000000",NULL,3,"plt.xticks after plotting with DateTimeIndex results in strange labels"
284113827,"2017-12-22 09:24:48.000000","2022-10-13 00:18:20.000000",NULL,6,"No index labels on Dataframe plot with TimedeltaIndex"
284378053,"2017-12-24 19:05:51.000000","2022-10-13 00:18:20.000000",NULL,12,"Some interesting behavior from .groupby().apply( .to_records() )"
284684395,"2017-12-27 09:28:14.000000","2022-10-13 00:18:20.000000",NULL,2,"API: can not use array as table item"
284935832,"2017-12-28 15:24:04.000000","2022-10-13 00:18:21.000000",NULL,0,"Asymmetry between groupby([groupers]) and groupby(grouper).resample"
284981632,"2017-12-28 20:05:50.000000","2022-10-13 00:18:21.000000",NULL,0,"CLN: Refactor nanops' empty array handling"
285106859,"2017-12-29 15:02:02.000000","2022-10-13 00:18:21.000000",NULL,4,"Management of null values as index names"
285227846,"2017-12-30 22:36:06.000000","2017-12-30 23:05:25.000000",NULL,4,"[Feature Request]: df.plot(type='heatmap')"
285310892,"2018-01-01 14:43:18.000000","2022-10-13 00:18:21.000000",NULL,3,"PERF/BENCHMARK: comprehensive cat-groupby benchmarks"
286098447,"2018-01-04 20:05:02.000000","2022-10-13 00:18:22.000000",NULL,5,"BUG: Creating Index name using `names` names argument, doesn't set index name"
286168786,"2018-01-05 01:54:07.000000","2022-12-03 23:27:45.000000",NULL,6,"DatetimeIndex comparison with ndim>1 incorrect or raises"
286480631,"2018-01-06 12:13:51.000000","2021-06-12 19:57:41.000000",NULL,6,"ENH: A cheap copy on a dataframe"
286502385,"2018-01-06 17:26:43.000000","2022-10-13 00:18:22.000000",NULL,5,"CLN: remove need for assert_matching in pandas/tests/indexes/test_multi.py"
286516729,"2018-01-06 20:47:43.000000","2022-10-13 00:18:22.000000",NULL,5,"DataFrame.loc[] prioritizes columns when setting with missing label"
286640653,"2018-01-08 04:23:13.000000","2022-10-13 00:18:22.000000",NULL,14,"Raise ValueError for read_json and orient='table' With Numeric Column Names"
286722454,"2018-01-08 11:52:22.000000","2022-10-13 00:18:23.000000",NULL,3,"Performance of sum vs mean on Bool arrays is 10x different"
287104644,"2018-01-09 14:20:20.000000","2021-06-12 20:05:23.000000",NULL,0,"API/ENH: easier configurable NA values for parsing"
287215591,"2018-01-09 20:14:16.000000","2022-10-13 00:18:23.000000",NULL,16,"Document our pytest fixtures"
287473662,"2018-01-10 15:28:33.000000","2021-12-21 19:35:57.000000",NULL,2,"CLN: Refactor Index._validate_names()"
288697325,"2018-01-15 19:39:21.000000","2022-10-13 00:18:24.000000",NULL,17,"Groupby.mode() - feature request"
288753113,"2018-01-16 00:48:40.000000","2022-10-13 00:18:25.000000",NULL,1,"Standardize pandas metadata for table schema and parquet"
289167689,"2018-01-17 07:32:46.000000","2022-10-13 00:18:25.000000",NULL,8,"Behaviour of Categorical inputs to sparse data structures"
289352226,"2018-01-17 17:37:15.000000","2022-10-13 00:18:25.000000",NULL,0,"Series index silently ignored when used as boolean mask to df.columns"
289352435,"2018-01-17 17:38:00.000000","2022-10-13 00:18:25.000000",NULL,2,"Nusicance Columns in cumulative aggregations"
289355961,"2018-01-17 17:49:23.000000","2022-10-13 00:18:26.000000",NULL,4," .apply() for core.window.Window (feature request)"
289678221,"2018-01-18 15:51:29.000000","2021-06-12 20:48:50.000000",NULL,2,"DataFrame.__setitem__ performance regression with object dtype"
289717908,"2018-01-18 17:45:10.000000","2018-01-19 22:20:11.000000",NULL,6,"DOC: SeriesGroupby/DataFrameGroupBy is missing class documentaion from doc index"
290598849,"2018-01-22 20:09:52.000000","2022-10-13 00:18:27.000000",NULL,3,"BUG/inconsistency: IntervalIndex.get_loc gives a location for non-exact inputs"
291437797,"2018-01-25 03:21:40.000000","2022-10-13 00:18:27.000000",NULL,2,"Timedelta +/- timedelta64[no-unit] assumes ns"
291439879,"2018-01-25 03:35:51.000000","2022-10-13 00:18:28.000000",NULL,4,"Series[Period] +/- NaT returns Series[datetime64]"
291626443,"2018-01-25 16:14:01.000000","2020-05-16 21:08:57.000000",NULL,1,"ENH: Include dtypes in DataFrame repr column headers"
291658828,"2018-01-25 17:50:17.000000","2022-10-13 00:18:28.000000",NULL,4,"read_excel provides uninformative error message when reading from sheet with duplicate multiindex columns"
292217476,"2018-01-28 16:27:05.000000","2018-09-06 10:50:16.000000",NULL,12,"MultiIndex.from_product() casts float to int when corresponding int is also present"
292567163,"2018-01-29 21:28:48.000000","2022-10-13 00:18:28.000000",NULL,2,"infer_dtype not reporting mixed with decimal/floating"
292612091,"2018-01-30 00:34:07.000000","2022-10-13 00:18:29.000000",NULL,11,"Multi Index timeindex Selecting with xs differs from loc"
292698211,"2018-01-30 08:51:04.000000","2020-05-16 03:54:36.000000",NULL,8,"pd.read_sql_query with chunksize: pandasSQL_builder should only be called when first chunk is requested"
293273955,"2018-01-31 19:00:35.000000","2020-04-26 23:59:52.000000",NULL,6,"Features which Interval / IntervalIndex should probably have"
293664256,"2018-02-01 20:00:43.000000","2020-09-17 19:56:05.000000",NULL,10,"[Feature Request] Add `replace` method to `Index` objects"
293728346,"2018-02-02 00:04:47.000000","2018-11-23 20:15:28.000000",NULL,2,"New Feature: Evaluating regular expressions over data frames"
293734997,"2018-02-02 00:42:02.000000","2022-10-13 00:18:29.000000",NULL,7,"Suggestion: Pop row or multiple rows from a DataFrame"
294548442,"2018-02-05 21:28:44.000000","2021-06-18 05:08:49.000000",NULL,4,"Grouper should support key from index name (just like groupby supports grouping by index names)"
294586962,"2018-02-06 00:09:05.000000","2021-06-18 05:11:05.000000",NULL,3,"Bug: different colors from plot and legend using groupby and unstack."
294710939,"2018-02-06 10:41:23.000000","2021-06-18 05:11:26.000000",NULL,2,"to_dict('index'): header=False"
295141168,"2018-02-07 13:40:30.000000","2022-10-13 00:18:30.000000",NULL,0,"API: should apply also follow result_type for axis=0 ?"
295144489,"2018-02-07 13:50:30.000000","2022-10-13 00:18:30.000000",NULL,2,"API: should apply(..., result_type='reduce') be honored for Series return value"
295698358,"2018-02-08 23:08:41.000000","2021-06-18 05:22:39.000000",NULL,1,"Odd behavior when broadcasting between DataFrame with MultiIndex and DataFrame with Index"
295878775,"2018-02-09 13:55:43.000000","2022-10-13 00:18:31.000000",NULL,9,"ENH: Series.str.get_dummies should defer to pd.get_dummies and pass thru args"
296208515,"2018-02-11 17:37:14.000000","2022-10-13 00:18:31.000000",NULL,0,"dtype-unaware (empty) objects ("any" dtype)"
296323238,"2018-02-12 10:17:28.000000","2021-06-11 22:13:39.000000",NULL,3,"Enhancement: Exclude "callable" classes (and subclasses) from callable() calls"
297095462,"2018-02-14 13:29:04.000000","2022-10-18 21:29:08.000000",NULL,37,"ExtensionArray meta-issue"
297263742,"2018-02-14 22:11:19.000000","2021-06-18 05:33:34.000000",NULL,2,"Bad Error message / docs for Categorical.fillna with dict `value`"
297312837,"2018-02-15 02:33:54.000000","2022-10-13 00:18:32.000000",NULL,10,"ENH: Index should have diff() method"
297378494,"2018-02-15 09:31:51.000000","2021-01-27 17:28:04.000000",NULL,13,"DOC: develop a set of standard example DataFrames for use in docstring examples"
297599019,"2018-02-15 21:15:42.000000","2020-09-22 03:15:32.000000",NULL,5,"ValueError when summing over column level with skipna=False (Python 3 only)"
297599812,"2018-02-15 21:18:32.000000","2022-10-13 00:18:32.000000",NULL,15,"API: Should factorize(categorical) return a Categorical for uniques?"
298031017,"2018-02-17 19:46:00.000000","2022-10-13 00:18:32.000000",NULL,1,"Consider adding ExtensionDtype.is_dtype_equal"
298105462,"2018-02-18 18:18:11.000000","2018-06-08 15:49:52.000000",NULL,4,"DOC: to quote or not to quote"
298133467,"2018-02-19 00:22:34.000000","2020-06-28 06:12:52.000000",NULL,5,"DataFrame.agg: strange behavior"
298161151,"2018-02-19 04:55:41.000000","2020-06-16 07:54:50.000000",NULL,6,"Series[datetime64/timedelta64] bool ops broken"
298438983,"2018-02-20 00:39:17.000000","2019-12-29 18:21:02.000000",NULL,5,"CLN: Remove `counts` Argument from Cython GroupBy Aggregations"
298646540,"2018-02-20 15:54:24.000000","2021-06-19 05:20:32.000000",NULL,3,"slow execution with internal error visible upon interruption for indexing with dataframe: TypeError: cannot convert bool to an floatblock"
298657957,"2018-02-20 16:23:46.000000","2022-07-01 20:16:19.000000",NULL,2,"Series bool ops testing needs fleshing out"
298684039,"2018-02-20 17:36:38.000000","2018-02-20 19:48:54.000000",NULL,3,"DOC: First impressions"
299008303,"2018-02-21 15:13:31.000000","2020-04-03 03:21:45.000000",NULL,1,"32bit with recent matplotlib 2.1.1  MemoryError: In draw_markers: Out of memory"
299531466,"2018-02-22 22:26:48.000000","2022-10-13 00:15:32.000000",NULL,11,"Transfer _metadata from Subclassed DataFrame to Subclassed Series"
299687569,"2018-02-23 11:53:04.000000","2022-10-13 00:18:32.000000",NULL,20,"DataFrame.copy(deep=True) is not a deep copy of the index"
299707375,"2018-02-23 13:13:36.000000","2022-10-13 00:18:33.000000",NULL,0,"API: update Series.apply to follow changes in DataFrame.apply"
299968368,"2018-02-24 20:02:38.000000","2021-06-19 05:54:23.000000",NULL,6,"data after null character dropped in `read_csv`"
300011782,"2018-02-25 09:30:46.000000","2021-04-10 15:29:30.000000",NULL,1,"Dataframe.median and Dataframe.mean documentation"
300237400,"2018-02-26 13:24:56.000000","2021-06-19 05:56:11.000000",NULL,3,"DataFrame.update silently does nothing when indices are of differing type"
300830236,"2018-02-27 23:15:21.000000","2021-06-19 05:56:58.000000",NULL,7,"DOC: general discussion of our docstring sharing system"
301117361,"2018-02-28 17:40:48.000000","2021-06-19 05:57:53.000000",NULL,3,"Behavior of pivot table labeling is inconsistent between list and tuple for aggfunc"
301158116,"2018-02-28 19:47:36.000000","2021-06-19 05:58:32.000000",NULL,13,"Read_csv leaks memory when used in multiple threads"
301522498,"2018-03-01 19:05:48.000000","2022-10-13 00:18:33.000000",NULL,24,"PeriodIndex.ravel returns ndarray[int64]"
301568869,"2018-03-01 21:38:33.000000","2022-10-13 00:18:33.000000",NULL,10,"Concat slow when frames indexed separately"
301782026,"2018-03-02 14:23:19.000000","2020-05-20 10:13:23.000000",NULL,14,"Missing labels with Timedelta on x-axis "
302154656,"2018-03-05 02:45:11.000000","2020-04-03 03:53:04.000000",NULL,5,"Shared Benchmark suite for Pandas-like projects"
302294422,"2018-03-05 13:11:39.000000","2022-10-13 00:18:33.000000",NULL,10,"DataFrame.from_dict multilevel dicts with datetime.date objects as keys sets the values as NaN in the DataFrame"
303209142,"2018-03-07 18:26:04.000000","2020-05-13 02:27:40.000000",NULL,1,"BUG: Incorrect outer join when merging multi-index with a single-index"
303514768,"2018-03-08 15:12:31.000000","2018-03-15 19:36:44.000000",NULL,3,"BUG: df.plot fails when given x,y args as positions"
303623839,"2018-03-08 20:40:06.000000","2019-10-27 01:05:36.000000",NULL,5,"ENH: Add Support for GroupBy Numeric Operations"
304064742,"2018-03-10 11:50:15.000000","2022-10-13 00:18:34.000000",NULL,7,"CLN: remove fastpath & verify_integrity from constructors"
304080234,"2018-03-10 15:47:21.000000","2021-06-19 06:08:54.000000",NULL,0,"BUG: df.plot - Changing the legend does not work for shared_y"
304108750,"2018-03-10 21:53:52.000000","2022-10-13 00:18:34.000000",NULL,4,"DEPR: Series.view"
304108819,"2018-03-10 21:54:50.000000","2021-06-19 06:09:46.000000",NULL,0,"MultiIndex.isin should handle input dims better"
304112182,"2018-03-10 22:44:29.000000","2022-10-13 00:18:34.000000",NULL,2,"DOC: find solution for shared docstrings of DatetimeIndex and Series.dt"
304160800,"2018-03-11 14:02:15.000000","2018-03-11 17:21:55.000000",NULL,4,"Series.view() without specified dtype"
304172965,"2018-03-11 16:40:38.000000","2020-05-05 05:15:09.000000",NULL,2,"BUG: pandas.Index takes multidimensional array as input"
304348430,"2018-03-12 12:17:42.000000","2019-10-03 02:09:25.000000",NULL,16,"DOC: docstring validation script improvements"
304390619,"2018-03-12 14:19:56.000000","2021-06-19 06:14:21.000000",NULL,10,"PERF: non-numeric fillna"
304392781,"2018-03-12 14:25:09.000000","2020-04-05 01:45:18.000000",NULL,9,"SAS na values management"
304443861,"2018-03-12 16:25:39.000000","2021-06-19 06:17:05.000000",NULL,2,"API/INT: why is to_pydatetime handled differently in Series.dt accessor?"
304473629,"2018-03-12 17:43:59.000000","2018-03-15 19:28:11.000000",NULL,8,"DOC: further clarifications to docstring guide"
304679135,"2018-03-13 09:06:59.000000","2022-06-08 02:39:47.000000",NULL,8,"API: which "anchor point" for datetime properties of Periods ?"
305259162,"2018-03-14 17:34:16.000000","2022-10-13 00:18:34.000000",NULL,3,"Check kwargs description for all df and series plot submethods"
305656168,"2018-03-15 17:48:51.000000","2022-11-04 13:33:51.000000",NULL,16,"merge_asof on multiple columns?"
306152396,"2018-03-17 12:23:22.000000","2022-10-13 00:18:34.000000",NULL,0,"DOC: Share docstrings between core/algorithms.py and core/base.py"
307032681,"2018-03-20 20:48:26.000000","2022-10-13 00:18:35.000000",NULL,4,"ENH: convert masked arrays for Series"
307402257,"2018-03-21 20:16:41.000000","2022-10-13 00:18:35.000000",NULL,17,"BUG: None is not equal to None"
307546769,"2018-03-22 08:29:00.000000","2020-04-05 01:45:37.000000",NULL,2,"UnicodeDecodeError when import sas7bdat with special characters in Chinese variables"
308667034,"2018-03-26 17:33:46.000000","2022-10-13 00:18:35.000000",NULL,11,"issue when shifting with Timedelta in a groupby"
308854314,"2018-03-27 07:39:07.000000","2018-03-27 22:36:22.000000",NULL,5,"crosstab's dependency on common index produces undesirable error"
309127361,"2018-03-27 20:46:08.000000","2022-10-13 00:18:36.000000",NULL,7,"BUG: Series index names not assigned to None when mismatching during addition"
309267820,"2018-03-28 08:29:19.000000","2021-06-19 17:34:39.000000",NULL,5,"Feature request: Let reindex fill with per-column methods"
309458300,"2018-03-28 17:23:03.000000","2022-03-23 11:06:54.000000",NULL,12,"ENH  adding metadata argument to DataFrame.to_parquet"
309528681,"2018-03-28 20:56:33.000000","2022-10-13 00:18:36.000000",NULL,6,"read_sql should convert Numeric to decimals"
309757620,"2018-03-29 13:36:46.000000","2022-07-01 20:21:09.000000",NULL,5,"TST: Extract methods from TestXMySQL and TestXSQLite and remove"
310200776,"2018-03-31 01:11:36.000000","2022-10-13 00:18:36.000000",NULL,1,"concat handles MultiIndex differently when index is the same"
310408607,"2018-04-02 06:38:16.000000","2021-06-19 17:50:37.000000",NULL,9,"Plotting 128Hz timeseries crashes"
310911362,"2018-04-03 16:38:03.000000","2021-06-19 17:54:19.000000",NULL,11,""invalid dtype determination in get_concat_dtype" when concating dfs with certain columns"
311019442,"2018-04-03 22:23:20.000000","2022-10-13 00:18:37.000000",NULL,26,"OverflowError: Python int too large to convert to C long"
311098675,"2018-04-04 06:17:14.000000","2020-04-05 01:28:26.000000",NULL,1,"pandas.read_fwf doesn't work with skiprows=callable"
311243929,"2018-04-04 14:03:57.000000","2022-10-13 00:18:37.000000",NULL,17,"read_json reads large integers as strings incorrectly if dtype not explicitly mentioned"
311311276,"2018-04-04 16:55:02.000000","2022-10-13 00:18:37.000000",NULL,17,"Serialization / Deserialization of ExtensionArrays"
312295205,"2018-04-08 10:51:42.000000","2022-10-13 00:18:38.000000",NULL,3,"BUG: indexing with loc and iloc with list-likes and new dtypes do not change from object dtype"
313357505,"2018-04-11 14:47:31.000000","2020-06-28 03:17:57.000000",NULL,2,"Confusing API for constructing Series from DataFrame"
313492124,"2018-04-11 21:18:59.000000","2022-10-13 00:18:38.000000",NULL,10,"DataFrame.groupby.sum() is extremely slow when dtype is timedelta64[ns] compared to int64."
313690155,"2018-04-12 11:41:08.000000","2022-10-13 00:18:39.000000",NULL,0,"API: groupby-apply with on a DataFrame returning a Series can have misleading inference"
313914793,"2018-04-12 22:55:06.000000","2018-04-15 19:53:04.000000",NULL,1,"Use select_column if possible when read_hdf"
313932206,"2018-04-13 00:37:37.000000","2020-05-22 03:24:33.000000",NULL,1,"Fixture for np.* Functions Used in Transform"
314166094,"2018-04-13 16:07:38.000000","2021-04-30 05:34:26.000000",NULL,7,"Dates being wrongly plotted at start of month"
314297697,"2018-04-14 04:17:38.000000","2021-06-19 18:05:48.000000",NULL,7,"get_dummies(dummy_na=True) treats int like float when creating dummy names"
314642914,"2018-04-16 13:08:14.000000","2022-03-08 16:00:08.000000",NULL,10,"Rolling sum (closed='left') with duplicate Timestamp indices. "
316284345,"2018-04-20 14:12:51.000000","2021-06-19 18:06:10.000000",NULL,1,"Y-Axis is always shared when using subplots together with twiny"
316342148,"2018-04-20 16:58:30.000000","2022-10-18 06:47:37.000000",NULL,5,"pd.merge: MultiIndex column label mistakenly classified as "not unique""
316674098,"2018-04-23 06:13:26.000000","2021-06-19 18:08:21.000000",NULL,4,"Surprising type conversion when iterating"
316988441,"2018-04-23 21:21:51.000000","2020-12-23 01:13:57.000000",NULL,0,"High Memory Usage when Concatenating Partially Indexed Series to Multiindexed Dataframe"
317137046,"2018-04-24 09:12:02.000000","2022-10-13 00:22:47.000000",NULL,9,"A map method to work with many columns"
317577826,"2018-04-25 10:57:42.000000","2022-04-14 20:09:40.000000",NULL,4,"Timestamp.to_period() is off-by-one for weekly frequencies"
317779482,"2018-04-25 20:21:03.000000","2022-10-13 00:18:40.000000",NULL,1,"Share whitelist of apply / transform methods"
317788981,"2018-04-25 20:50:44.000000","2022-10-13 00:18:40.000000",NULL,15,"DataFrame.groupby().sum() treating Nan as 0.0"
317926372,"2018-04-26 08:28:10.000000","2021-04-09 15:33:28.000000",NULL,7,"ENH: read_excel respect Excel text type for numbers"
318004726,"2018-04-26 12:21:36.000000","2021-06-19 18:15:58.000000",NULL,2,"Surprising and inconsistent results when adding two `Series` which both contain duplicate labels."
318292643,"2018-04-27 06:31:35.000000","2021-06-19 18:16:18.000000",NULL,0,"Allow broadcasting vertically a 1-dim input to pd.DataFrame(),  - and document"
318442186,"2018-04-27 14:58:37.000000","2020-05-03 20:19:45.000000",NULL,2,"str.cat should return categorical data for categorical caller"
318485622,"2018-04-27 17:15:32.000000","2021-06-19 18:18:06.000000",NULL,2,"Memory leakage when concatting list of dataframes"
319068263,"2018-04-30 23:20:48.000000","2021-06-19 18:22:59.000000",NULL,4,"pd.eval() produces incorrect value for 'exp()'"
319172576,"2018-05-01 11:07:27.000000","2022-10-13 00:18:41.000000",NULL,3,"API: Add Dictionary-encoded Extension Type"
319356953,"2018-05-01 23:05:12.000000","2021-06-19 18:27:02.000000",NULL,1,"Index.slice_locs Missing Argument Only Raises with NA Data"
319748182,"2018-05-02 23:45:20.000000","2021-06-19 18:28:32.000000",NULL,3,"BUG: Series(DTI/TDI) loses the frequency information from original DTI/TDI"
320235945,"2018-05-04 11:09:30.000000","2021-06-19 18:29:07.000000",NULL,3,"Indexing DataFrame with DateOffset is nearly impossible"
320298093,"2018-05-04 14:32:27.000000","2022-10-13 00:18:41.000000",NULL,3,"Correlation inconsistencies between Series and DataFrame"
320510558,"2018-05-05 13:44:13.000000","2022-10-13 00:18:41.000000",NULL,3,"Using apply on a grouper works only if done after another operation on grouper"
320639978,"2018-05-06 23:48:06.000000","2018-05-10 16:44:28.000000",NULL,2,"performance when "combining" categories"
321352072,"2018-05-08 21:23:45.000000","2019-01-13 03:30:04.000000",NULL,8,"DataFrame groupby.aggregate.to_dict() to JSON-compatible nested dict or list"
322043632,"2018-05-10 18:57:20.000000","2018-05-22 22:48:51.000000",NULL,4,"huge memory allocation and slowdown when indexing"
323188157,"2018-05-15 12:05:19.000000","2022-10-19 05:03:12.000000",NULL,20,"Release automation"
323248351,"2018-05-15 14:40:07.000000","2020-11-20 16:41:07.000000",NULL,1,"BUG: Rename MultiIndex level destroys CategoricalIndex on other levels"
323265557,"2018-05-15 15:19:11.000000","2019-10-27 01:24:47.000000",NULL,0,"Nan in groupby gives a wrong behavior for cumsum() of ints contrary to floats"
323308313,"2018-05-15 17:14:57.000000","2022-10-13 00:18:42.000000",NULL,2,"BUG: to_records() fails for empty MultiIndex"
323437838,"2018-05-16 01:27:50.000000","2021-06-19 18:37:49.000000",NULL,6,"Pandas indexing bug raises TypeError when slicing with categorical IntervalIndex"
323687033,"2018-05-16 16:04:03.000000","2021-06-19 03:50:27.000000",NULL,3,"BUG: Summing over multiple levels with MultiIndex CategoricalIndex introduces new columns"
323707882,"2018-05-16 17:02:50.000000","2021-06-19 18:41:15.000000",NULL,1,"RecursionError when using pd.eval with numexpr on all None object series"
323729645,"2018-05-16 18:10:11.000000","2021-06-19 18:42:14.000000",NULL,0,"Repeated level indexes/names make reset_index() and others misbehave"
324164582,"2018-05-17 19:59:42.000000","2019-10-27 19:20:55.000000",NULL,2,"pd.concat() changes index values from int to boolean"
324264745,"2018-05-18 04:15:04.000000","2018-05-21 08:09:47.000000",NULL,2,"incorrect len(groupby) returned from pandas versions 0.17.X to 0.23"
324468395,"2018-05-18 16:06:09.000000","2021-06-19 18:44:13.000000",NULL,0,"Index.droplevel when names are tuples"
324579308,"2018-05-18 23:30:47.000000","2021-06-19 18:46:53.000000",NULL,4,"DataFrameGroupBy.cumsum(axis=0) fails when grouped on axis=1"
324593917,"2018-05-19 02:25:47.000000","2022-10-13 00:18:43.000000",NULL,4,"DOC: HDFStore documentation needs listing all methods"
