id,created_at,updated_at,closed_at,comment_cnt,title
624583611,"2020-05-26 03:53:38.000000","2020-05-26 19:34:05.000000",NULL,0,"[FR] API consistency for cuda.comm and distributed"
624583882,"2020-05-26 03:54:45.000000","2020-05-26 19:33:57.000000",NULL,0,"[doc] document cuda.nccl"
624987206,"2020-05-26 15:45:47.000000","2022-11-07 04:31:48.000000",NULL,5,"Missing OneCycleLR and MultiplicativeLR in lr_scheduler.pyi"
625115158,"2020-05-26 19:01:19.000000","2020-08-07 22:21:46.000000",NULL,3,"Cap DDP total number of buckets"
625395680,"2020-05-27 05:43:36.000000","2020-05-29 12:10:56.000000",NULL,2,"PyTorch Issue w/ GPU"
625532349,"2020-05-27 09:26:49.000000","2020-05-29 22:05:23.000000",NULL,0,"Failure when loading quantized pre-trained weights partially"
625573856,"2020-05-27 10:27:22.000000","2020-11-06 19:12:56.000000",NULL,2,"Some @slowtests are never run in CI"
625701113,"2020-05-27 13:33:26.000000","2020-06-11 01:43:07.000000",NULL,4,"Add cpack support to CMakeLists.txt"
625969631,"2020-05-27 19:26:03.000000","2020-06-01 01:23:23.000000",NULL,4,"[TensorPipe] Avoid wrapping the future message in order to do atomic test-and-set"
626056035,"2020-05-27 21:48:38.000000","2020-06-01 01:22:58.000000",NULL,0,"Build issue when installing pytorch with USE_FFMPEG=1 USE_OPENCV=1 "
626156000,"2020-05-28 02:03:20.000000","2020-06-05 14:40:04.000000",NULL,7,"The MacOS compiler is generating illegal instruction for the division of c10::complex"
626156604,"2020-05-28 02:05:21.000000","2020-06-01 01:43:55.000000",NULL,0,"[TensorPipe] Errors in pipeWrite should clear out the future in pendingResponseMessage"
626211204,"2020-05-28 04:47:38.000000","2020-05-28 14:56:17.000000",NULL,8,"Problems implementing complex support for acosh, asinh, tanh"
626245039,"2020-05-28 06:13:46.000000","2020-06-01 01:24:25.000000",NULL,0,"`torch.backends` undocumented"
626310147,"2020-05-28 08:13:28.000000","2020-10-07 04:57:34.000000",NULL,4,"Crossentropy inconsistent results depending on tensor order"
626670125,"2020-05-28 17:02:44.000000","2022-10-18 02:54:25.000000",NULL,6,"Add support for rsample to MixtureSameFamily Distribution"
627014455,"2020-05-29 05:45:00.000000","2020-10-07 04:57:57.000000",NULL,0,"Negative stride values in `as_strided`"
627059498,"2020-05-29 07:27:06.000000","2020-06-08 15:58:20.000000",NULL,7,"Try Address Sanitizer in MSVC builds"
627211351,"2020-05-29 11:50:01.000000","2020-09-20 11:54:32.000000",NULL,2,"[mobile] Running on armeabi-v7a is inconsistent with arm64-v8a"
627270143,"2020-05-29 13:30:02.000000","2022-12-13 17:31:42.000000",NULL,5,"Add numerically stable log1mexp = log(1 - exp(-|x|)) function"
627310543,"2020-05-29 14:26:26.000000","2022-10-28 01:43:46.000000",NULL,10,"pytorch-crf model to onnx conversion"
627362442,"2020-05-29 15:46:17.000000","2022-11-06 21:31:17.000000",NULL,7,"SummaryWriter `add_hparams` should support adding new hyperparameters "
627397472,"2020-05-29 16:45:00.000000","2020-06-01 19:30:04.000000",NULL,0,"Support get_rng_state in torchScript"
627450551,"2020-05-29 18:15:23.000000","2020-10-07 04:59:05.000000",NULL,1,"Naming inconsistency: padding_mode vs pad_mode + F.conv* docs ops miss padding_mode arg at all"
627510295,"2020-05-29 20:07:09.000000","2020-06-01 01:32:20.000000",NULL,1,"Current implementation of c10::complex does not support being used in shared memory"
627590321,"2020-05-29 23:08:25.000000","2021-01-11 22:30:06.000000",NULL,10,"Differentiable Optimizers"
627590526,"2020-05-29 23:09:12.000000","2020-06-01 01:40:47.000000",NULL,0,"Let future.wait() take in an optional timeout"
627635532,"2020-05-30 02:42:03.000000","2020-06-01 01:33:45.000000",NULL,0,"Tensorboard，graph in pytorch 1.4 is more complicated than pytorch 1.1？"
627663418,"2020-05-30 06:23:36.000000","2020-06-01 06:55:33.000000",NULL,1,"Caffe 2 android app not working with proguard and minifyEnabled"
627845798,"2020-05-30 23:19:03.000000","2020-06-01 01:40:37.000000",NULL,1,"Compilation errors"
627960322,"2020-05-31 13:09:53.000000","2020-06-04 15:29:30.000000",NULL,1,"[JIT] nn.ModuleList loses None objects inside it after scripting"
627975492,"2020-05-31 14:34:21.000000","2020-07-21 14:49:43.000000",NULL,4,"Make torch.cross `dim` parameter work intuitively"
628149766,"2020-06-01 04:50:33.000000","2020-06-03 15:19:00.000000",NULL,2,"send a Tensor to Cuda very slow"
628289014,"2020-06-01 09:29:41.000000","2020-08-26 21:29:04.000000",NULL,1,"Using caffe2 models under GPU Windows"
628708295,"2020-06-01 20:34:00.000000","2021-10-13 21:33:23.000000",NULL,4,"Clean up RPC request callback implementation"
628743369,"2020-06-01 21:37:06.000000","2020-06-01 21:37:10.000000",NULL,0,"Clean up GIL that used to guard deleted RRef destructions "
628749962,"2020-06-01 21:49:32.000000","2020-06-16 17:39:21.000000",NULL,8,"Torch script to support dictionary with keys of type tuple"
628753982,"2020-06-01 21:55:35.000000","2022-09-06 02:19:24.000000",NULL,3,"Enable scripting modules with recursive functions"
628755255,"2020-06-01 21:58:10.000000","2020-09-09 22:10:50.000000",NULL,3,"SyncBatchNorm doesn't scale well across multiple nodes on large data sizes"
628774457,"2020-06-01 22:42:39.000000","2020-06-06 07:05:30.000000",NULL,6,"The conversion of Inplace aten::append to outplace is incomplete, creating incorrect subgraphs"
628777953,"2020-06-01 22:51:15.000000","2021-01-26 21:36:36.000000",NULL,3,"Attributes not removed by freeze module"
628796181,"2020-06-01 23:37:32.000000","2021-06-24 11:17:10.000000",NULL,2,"Draw quantized tensors in tensorboard"
628831561,"2020-06-02 01:26:29.000000","2020-06-25 10:01:58.000000",NULL,1,"Pickling a Tensor or a Storage is not deterministic"
628865350,"2020-06-02 03:09:13.000000","2022-11-15 05:17:41.000000",NULL,10,"RuntimeError: NCCL error in: /pytorch/torch/lib/c10d/ProcessGroupNCCL.cpp:514, unhandled system error, NCCL version 2.4.8"
629116439,"2020-06-02 11:12:37.000000","2020-06-03 15:26:25.000000",NULL,0,"Morphological operations"
629278958,"2020-06-02 15:05:02.000000","2020-06-02 15:05:07.000000",NULL,0,"Update RPC doc  to recommend async user functions for non-blocking server execution"
629495755,"2020-06-02 20:34:14.000000","2022-01-11 16:24:50.000000",NULL,1,"Allow to_here to interrupt blocking wait in the case of rpc.remote timeout"
629584426,"2020-06-02 23:40:10.000000","2020-06-29 00:24:48.000000",NULL,3,"torch::jit::script::Module::to(torch::kDouble) also casts buffers"
629632826,"2020-06-03 02:00:45.000000","2020-07-16 20:23:13.000000",NULL,1,"Format issue in `torch.quantization.add_quant_dequant`  documentation parameter section"
629756031,"2020-06-03 07:19:59.000000","2020-06-06 22:27:24.000000",NULL,3,"BCEWithLogitsLoss() not equal to BCELoss() with sigmoid()"
629803192,"2020-06-03 08:32:56.000000","2021-09-20 07:41:21.000000",NULL,5,"error when specifying sparse=True in embedding"
629941309,"2020-06-03 12:07:26.000000","2021-04-15 11:01:27.000000",NULL,1,"PyTorch multiprocessing.spawn seems slow with list of tensors"
629963943,"2020-06-03 12:43:24.000000","2020-06-24 19:08:40.000000",NULL,3,"Torch hub: object has no attribute nms"
630253789,"2020-06-03 19:12:25.000000","2020-06-09 18:52:59.000000",NULL,2,"JIT test suite has dependencies across tests"
630415282,"2020-06-04 00:19:14.000000","2021-12-27 16:42:29.000000",NULL,4,"Misannotation of layer_norm parameters causes internal assert failure"
630443449,"2020-06-04 01:36:40.000000","2021-02-28 19:59:50.000000",NULL,2,"pytest suppresses stderr from Python startup by default"
630911536,"2020-06-04 15:10:38.000000","2020-09-03 07:54:07.000000",NULL,7,"Valgrind leak checking flags losses in libtorch"
630956180,"2020-06-04 15:59:40.000000","2020-06-04 19:42:40.000000",NULL,0,"test_nn_module_tests should run less tests"
631157881,"2020-06-04 21:24:35.000000","2020-06-06 00:08:12.000000",NULL,0,"Segfault = docker + tensorboard + pytorch"
631165042,"2020-06-04 21:38:47.000000","2020-06-04 21:44:11.000000",NULL,0,"[JIT] Print out mutation in IR Dumps"
631475005,"2020-06-05 10:09:38.000000","2020-06-05 19:04:50.000000",NULL,1,"[JIT] OrderedDict doesn't support custom objects"
631480699,"2020-06-05 10:19:29.000000","2022-08-01 09:10:11.000000",NULL,14,"Dataloader._shutdown_workers hangs"
631979433,"2020-06-05 21:34:12.000000","2020-06-08 17:07:54.000000",NULL,2,"friend constexpr in templated struct loses constexpr-ness in nvcc"
632241867,"2020-06-06 06:18:17.000000","2020-06-06 20:37:37.000000",NULL,1,"Switching from CPU build to CUDA build in conda environments is a bit tricky"
632342364,"2020-06-06 09:56:56.000000","2020-06-06 21:45:56.000000",NULL,2,"All keys matched successfully missing when loading state dict on optimizers"
632844009,"2020-06-07 00:14:15.000000","2020-10-08 07:48:31.000000",NULL,2,"F.affine_grid dispatch async issue"
632858415,"2020-06-07 00:34:07.000000","2022-04-20 08:47:04.000000",NULL,3,"jit result fails when __call__ is used instead of forward"
633047586,"2020-06-07 05:06:48.000000","2021-02-20 22:40:28.000000",NULL,4,"Installation from source fails on macOS (No CUDA)"
634637962,"2020-06-08 13:53:48.000000","2021-10-11 14:24:25.000000",NULL,4,"Broadcasting for torch.cross"
634751414,"2020-06-08 16:12:49.000000","2020-10-26 16:16:24.000000",NULL,6,"[RFC][distributed] RFC: c10d ProcessGroup extension and C++ API change"
634776712,"2020-06-08 16:50:03.000000","2020-06-09 00:28:55.000000",NULL,0,"Better err msg for tensor ctor from sequence"
634857089,"2020-06-08 18:56:15.000000","2021-12-30 15:08:12.000000",NULL,3,"Force JIT to do type inference even when mypy annotated"
634861089,"2020-06-08 19:01:25.000000","2021-09-16 09:34:25.000000",NULL,1,"TestTorchDeviceTypeCPU.test_float_to_int_conversion_finite_cpu_uint8 is broken on PowerPC"
634900756,"2020-06-08 20:09:30.000000","2021-02-05 18:34:01.000000",NULL,22,"[BatchNorm] Add boolean flags to choose the stats for normalization"
634956666,"2020-06-08 21:48:03.000000","2021-01-13 09:55:28.000000",NULL,13,"CUDA cannot be found"
634979687,"2020-06-08 22:38:25.000000","2020-06-09 01:22:51.000000",NULL,0,"Run `clang-tidy` on the `aten` folder?"
635035701,"2020-06-09 01:16:29.000000","2021-02-15 12:48:57.000000",NULL,9,"[Quantization] Output tensor type is lost after serializing and loading back a quantized model"
635117157,"2020-06-09 05:14:45.000000","2020-06-09 15:46:55.000000",NULL,0,"[doc] [distributed] example of specifying url etc in url"
635118556,"2020-06-09 05:18:22.000000","2020-06-09 16:12:17.000000",NULL,1,"[distributed] calling nccl reduce with inconsistent dst hangs"
635214248,"2020-06-09 08:20:01.000000","2022-10-27 02:52:13.000000",NULL,11,"Do not modify global random state"
635267042,"2020-06-09 09:26:17.000000","2020-06-15 17:19:25.000000",NULL,5,"User Objects aren't recursively scripted as nn.Module attributes"
635455990,"2020-06-09 13:58:37.000000","2020-07-24 06:53:58.000000",NULL,2,"pickle_save on mobile (no longer works with 1.5.0 release)"
635671588,"2020-06-09 18:40:14.000000","2020-06-15 20:54:40.000000",NULL,0,"[JIT] exported dunder methods are ignored"
635773284,"2020-06-09 21:32:33.000000","2020-10-07 04:50:51.000000",NULL,10,"max_unpool2d and max_unpool3d cpp signature should be similar"
635851196,"2020-06-10 01:01:44.000000","2020-07-05 06:19:33.000000",NULL,6,"Support mainstream pruning techniques "
636273810,"2020-06-10 14:01:22.000000","2020-06-10 17:47:44.000000",NULL,1,"LRP-based explainability"
636495304,"2020-06-10 19:32:42.000000","2020-06-10 21:25:01.000000",NULL,1,"Tensor.size() API not correctly documented?"
636562924,"2020-06-10 21:30:51.000000","2020-06-15 20:53:37.000000",NULL,0,"Simplify layers of optionals in `VaryingShape` and `Stride`"
636587781,"2020-06-10 22:26:45.000000","2022-07-21 13:12:38.000000",NULL,6,"I would like to install pytorch-nightly from requirements.txt"
636633461,"2020-06-11 00:28:44.000000","2020-06-15 18:09:13.000000",NULL,1,"Torch Distributed Asynch docs with invalid ENV args"
636637747,"2020-06-11 00:43:58.000000","2020-06-11 17:24:23.000000",NULL,4,"Feedback to split certain doc pages into sub-topics"
636949294,"2020-06-11 11:47:28.000000","2020-06-16 07:32:49.000000",NULL,2,"Shared file-system initialization in pytorch distributed is slow "
637150670,"2020-06-11 16:13:51.000000","2020-06-11 16:13:55.000000",NULL,0,"Parallelize arguments serde for RPC with TorchScript functions. "
637437056,"2020-06-12 02:21:58.000000","2022-08-08 05:36:42.000000",NULL,8," build QT program use libtorch-cxx11-abi-shared-with-deps-1.5.0+cu101 ok with CPU but error with cuda GPU"
637862459,"2020-06-12 16:08:57.000000","2020-06-12 17:36:22.000000",NULL,4,"[Caffe2]  compilation in c++ undefined reference to `caffe2"
637983636,"2020-06-12 20:19:53.000000","2020-10-07 04:45:45.000000",NULL,0,"Different max_pool2d cpp signatures due to indices. "
638050911,"2020-06-12 23:38:26.000000","2020-06-15 13:49:00.000000",NULL,0,"Port old registration API to new one"
638139089,"2020-06-13 10:37:50.000000","2020-06-22 14:58:21.000000",NULL,5,"libtorch 1.5 macos crash when loading on some mac"
638184148,"2020-06-13 15:47:15.000000","2020-06-15 14:37:49.000000",NULL,0,"How do I derive weights for CrossEntropy Loss on my custom dataset?"
638667855,"2020-06-15 08:55:23.000000","2020-06-16 03:27:08.000000",NULL,2,"Caffe2 operation switches current CUDA stream"
638886284,"2020-06-15 14:11:21.000000","2021-07-27 21:59:52.000000",NULL,8,"torch::jit::load -> Unhandled exception "
638930701,"2020-06-15 15:10:38.000000","2020-08-06 10:10:08.000000",NULL,17,"[Android Pytorch] TorchScript traced model returns inconsistent output tensors on each run"
638970414,"2020-06-15 16:06:45.000000","2020-06-16 22:49:59.000000",NULL,0,"matchTensor tests. Add tests to make sure that `isSubtypeOf` and `matchTensor` return equivalent results"
639022130,"2020-06-15 17:35:17.000000","2021-03-09 22:55:47.000000",NULL,0,"Doing optimizing compilations in a separate thread"
639132123,"2020-06-15 20:31:02.000000","2020-06-15 22:27:49.000000",NULL,0,"Simplify checks that generator has next normal sample cache methods in normal_distribution"
639298559,"2020-06-16 01:19:44.000000","2020-06-16 01:19:48.000000",NULL,0,"[JIT][to-backend] Support type refinement for container types in the generated code"
639299774,"2020-06-16 01:23:41.000000","2020-06-16 01:23:44.000000",NULL,0,"[JIT][to-backend] Finalize the PyTorchBackendInterface API/naming for external sharing"
639548985,"2020-06-16 10:20:51.000000","2020-06-18 14:16:16.000000",NULL,3,"TestListwiseL2rOps::test_lambda_rank_loss fails"
639550200,"2020-06-16 10:22:47.000000","2020-06-17 00:35:02.000000",NULL,4,"Make Scaling in BatchNorm optional "
639750690,"2020-06-16 15:09:00.000000","2020-10-09 00:20:04.000000",NULL,6,"Bump up NCCL to 2.7.3"
639784388,"2020-06-16 15:53:58.000000","2020-06-18 16:11:45.000000",NULL,3,"Updating learning rate with Libtorch 1.5 and optimiser options"
639895952,"2020-06-16 18:46:22.000000","2021-02-04 02:53:46.000000",NULL,6,"[RFC] Add a RPC context manager that collects/waits for all RPC futures created in scope"
639928027,"2020-06-16 19:44:50.000000","2020-06-24 19:08:33.000000",NULL,1,"ppc64le: test cpp_extensions/rng_extension.cpp failure (without altivec override)"
640070555,"2020-06-17 01:20:43.000000","2021-01-21 12:38:13.000000",NULL,3,"Why does Libtorch use more memory than Pytorch does in Python？"
640084669,"2020-06-17 02:05:50.000000","2021-03-08 08:36:36.000000",NULL,6,"About torch.backends.cudnn.deterministic issue"
640097981,"2020-06-17 02:46:59.000000","2021-04-26 17:17:43.000000",NULL,7,"Improve RPC test debugability"
640133815,"2020-06-17 04:35:50.000000","2021-08-04 05:17:14.000000",NULL,8,"SyncBatchNorm doesn't work when I set track_running_stats False"
640849334,"2020-06-18 01:59:46.000000","2021-08-12 00:21:07.000000",NULL,18,"C++ API for torch.autograd.functional.jacobian"
641049422,"2020-06-18 09:19:42.000000","2020-07-15 12:19:20.000000",NULL,6,"Move all torch.Tensor methods to codegen"
641526472,"2020-06-18 20:23:54.000000","2020-06-18 20:23:58.000000",NULL,0,"Move torch cpp Errors to c10::Error"
641587442,"2020-06-18 22:32:05.000000","2020-06-19 18:15:20.000000",NULL,0,"Include expanded TensorOptions version of op in at:: namespace"
641662433,"2020-06-19 02:38:39.000000","2020-06-19 18:18:42.000000",NULL,0,"CUDA error: out of memory when running tensorpipe test_cuda"
641708824,"2020-06-19 05:10:22.000000","2020-06-26 09:00:07.000000",NULL,3,"caffe2 error during compilation of PyTorch with ROCm on Archlinux"
641822976,"2020-06-19 09:09:06.000000","2021-02-10 02:49:44.000000",NULL,12,"Conv3d with specific kernel size outputs inconsistent results between FP16 and FP32 in V100 GPU"
641830206,"2020-06-19 09:20:59.000000","2021-12-07 15:29:43.000000",NULL,7,"Observer in Quantization throws Warning"
642176552,"2020-06-19 19:24:20.000000","2020-06-20 19:23:54.000000",NULL,7,"from torch._C import default_generator ImportError: cannot import name 'default_generator'"
642255503,"2020-06-19 23:04:54.000000","2021-09-01 16:04:39.000000",NULL,7,"Rename all "quantization" kernels in the native_functions.yaml"
642256826,"2020-06-19 23:10:35.000000","2022-03-21 09:03:19.000000",NULL,15,"Refactor the adaptive avg pool code"
642257289,"2020-06-19 23:12:16.000000","2020-06-22 19:02:20.000000",NULL,3,"Too many labels in the repo"
642587805,"2020-06-21 15:47:03.000000","2020-06-25 14:35:47.000000",NULL,6,"Tracking output dimensions of the convolutional layers"
643029348,"2020-06-22 12:26:39.000000","2021-04-08 15:08:05.000000",NULL,26,"[discussion] Expressing tensor dimension semantics / constraints through typing / constraints blocks. Constraints block could be scripted/traced and help for tracing/script execution and codegen"
643217974,"2020-06-22 16:43:26.000000","2020-10-07 04:46:41.000000",NULL,1,"Add batched torch.combinations"
643299967,"2020-06-22 19:10:06.000000","2020-06-23 19:36:50.000000",NULL,1,"Mkldnn modules should throw RuntimeErrors if invoked when mkldnn is disabled"
643392621,"2020-06-22 22:13:07.000000","2020-09-14 23:44:14.000000",NULL,0,"New ProcessGroups created with dist.new_group may leak memory"
643410598,"2020-06-22 22:57:44.000000","2022-09-20 03:03:30.000000",NULL,30,"Cannot re-initialize CUDA in forked subprocess"
643517441,"2020-06-23 04:18:26.000000","2020-06-23 19:38:08.000000",NULL,0,"Missing explanation in torch.utils.tensorboard.add_histogram()"
643537964,"2020-06-23 05:15:17.000000","2020-10-08 07:47:35.000000",NULL,6,"Add a `like` argument to creation ops"
643650470,"2020-06-23 08:46:41.000000","2020-06-29 16:14:00.000000",NULL,9,"Segment Fault after use cusolverDnDestroy() with torch1.5"
643712073,"2020-06-23 10:09:51.000000","2021-08-20 16:18:47.000000",NULL,4,"Can we make torch.inverse FP16? - RuntimeError: "inverse_cuda" not implemented for 'Half'"
644009730,"2020-06-23 17:16:32.000000","2020-06-30 15:06:59.000000",NULL,6,"[feature request] batch_apply, a general-purpose device-agnostic batch iterator"
644085191,"2020-06-23 19:20:23.000000","2020-06-30 22:24:55.000000",NULL,1,"Print values (but not strings) when STRIP_ERROR_MESSAGES is defined"
644095714,"2020-06-23 19:39:01.000000","2020-09-30 08:20:37.000000",NULL,10,"DataParallel with Torch 1.5"
644198257,"2020-06-23 22:53:19.000000","2020-07-10 01:51:47.000000",NULL,1,"jit's default dtype is different in sandcastle and test_jit.py"
644198619,"2020-06-23 22:54:15.000000","2020-11-21 17:05:35.000000",NULL,3,"please add 'tensor.astype(dtype_string)' syntax for numpy interoperability"
644223549,"2020-06-24 00:07:49.000000","2020-08-03 21:59:06.000000",NULL,0,"quantized ops don't support multithreading?"
644253028,"2020-06-24 01:36:53.000000","2021-01-22 15:39:50.000000",NULL,1,"torch.autograd.functional.* for models"
644330864,"2020-06-24 05:31:33.000000","2020-06-26 03:08:25.000000",NULL,2,"Learning rate change is not applied at designated iteration with a scheduler"
644466955,"2020-06-24 09:33:21.000000","2022-09-29 14:34:19.000000",NULL,82,"Mixed precision causes NaN loss"
644535299,"2020-06-24 11:21:08.000000","2020-10-07 09:04:03.000000",NULL,8,"Not able to launch tensorboard using pytorch "
644703385,"2020-06-24 15:21:39.000000","2021-09-14 17:16:12.000000",NULL,0,"SyncBatchNorm for JIT and a list of not supported operations"
645078560,"2020-06-25 01:30:14.000000","2020-06-25 15:42:31.000000",NULL,0,"Embedding with DataParallel can return "incomplete" results"
645103731,"2020-06-25 02:46:09.000000","2021-07-10 06:45:41.000000",NULL,0,"RemoteModule enhancements"
645608973,"2020-06-25 14:26:57.000000","2022-06-28 00:43:47.000000",NULL,6,"Cannot manually assign a tensor to .grad from TorchScript"
645672605,"2020-06-25 15:52:00.000000","2020-07-08 02:42:25.000000",NULL,1,"Compiling PyTorch with 11.0, V11.0.167"
645699140,"2020-06-25 16:30:16.000000","2020-06-25 21:49:51.000000",NULL,0,"Stop registering kernels that use DispatchStub as catch all"
645713767,"2020-06-25 16:53:44.000000","2020-06-25 21:49:21.000000",NULL,0,"If all parameters are unused by forward pass in a process, backward will not work with DDP."
645728763,"2020-06-25 17:20:20.000000","2020-06-26 15:26:29.000000",NULL,6,"Converting NumPy dtype to Torch dtype when using `as_tensor`"
645735211,"2020-06-25 17:31:52.000000","2021-09-13 16:07:05.000000",NULL,1,"Generalized CPU vector reductions"
645808230,"2020-06-25 19:45:20.000000","2021-09-07 14:21:31.000000",NULL,19,"Libtorch C++ multiple GPU performance slower than single GPU"
645869229,"2020-06-25 21:43:54.000000","2020-06-30 21:29:55.000000",NULL,4,"Inconsistent behavior between numpy.exp and torch.exp on CPU for complex numbers"
646093519,"2020-06-26 08:16:27.000000","2020-07-23 15:07:06.000000",NULL,3,"Suppress scientific notation in libtorch"
646434269,"2020-06-26 18:20:09.000000","2020-06-29 23:44:42.000000",NULL,4,"RuntimeError: broken pipe from NCCL"
646454179,"2020-06-26 19:01:01.000000","2020-06-29 18:37:37.000000",NULL,1,"[JIT] Recursive compilation doesn't apply for types used in type expressions but not value expressions"
646609681,"2020-06-27 05:01:39.000000","2020-12-18 20:24:53.000000",NULL,7,"[typing] overly restrictive List[int]"
646777848,"2020-06-27 22:16:07.000000","2020-06-29 15:25:27.000000",NULL,3,"Segmentation fault in forward pass using DataParallel and multiple GPUs"
646890840,"2020-06-28 10:36:17.000000","2020-08-10 22:26:59.000000",NULL,3,"[JIT] Tracing BCE loss throws error when using weight"
647011918,"2020-06-28 21:47:38.000000","2020-06-29 20:32:32.000000",NULL,5,"libtorch: macros in logging_is_not_google_glog.h have very common names like CHECK or LOG"
647309204,"2020-06-29 11:57:21.000000","2020-12-10 05:06:05.000000",NULL,4,"Trace model with floor, Inconsistent performance"
647337132,"2020-06-29 12:35:03.000000","2021-01-14 05:54:00.000000",NULL,2,"Error in caffe2 when building pytorch from source"
647692757,"2020-06-29 21:46:04.000000","2020-07-10 15:25:05.000000",NULL,2,"Custom c++ extension build process doesn't preserve color from compiler"
647716087,"2020-06-29 22:37:05.000000","2020-08-21 16:20:19.000000",NULL,8,"torch::autograd::Function should set AutoNonVariableTypeMode when running forward"
647796546,"2020-06-30 02:13:28.000000","2020-06-30 14:15:09.000000",NULL,1,"RuntimeError: rois.device().is_cpu() ASSERT FAILED at /vision/torchvision/csrc/cpu/ROIAlign_cpu.cpp:386"
647852092,"2020-06-30 04:37:19.000000","2022-09-19 14:50:44.000000",NULL,5,"Quantization support for F.Softmax"
647911666,"2020-06-30 06:45:06.000000","2020-06-30 14:16:40.000000",NULL,1,"Sparse Convolutional support"
648018930,"2020-06-30 09:26:56.000000","2020-06-30 14:19:04.000000",NULL,2,"Enhance supported types of functional.pad "
648150930,"2020-06-30 12:56:44.000000","2021-01-01 18:59:29.000000",NULL,4,"Incremental version of pca_lowrank"
648342219,"2020-06-30 17:01:52.000000","2020-08-29 10:06:52.000000",NULL,2,"Encoding dimension argument for F.one_hot"
648592916,"2020-07-01 00:55:27.000000","2021-06-16 18:38:36.000000",NULL,9,"emit_nvtx context manager is very slow"
648751718,"2020-07-01 07:42:43.000000","2020-07-02 22:36:28.000000",NULL,3,"Build pytorch with cuda11"
648989294,"2020-07-01 13:37:31.000000","2022-04-06 10:56:03.000000",NULL,32,"Option to allow loading state dict with mismatching shapes."
649149002,"2020-07-01 17:25:54.000000","2021-03-26 07:31:24.000000",NULL,4,"[JIT] Infer type of argument foo = None to be Optional[Tensor]"
649167163,"2020-07-01 17:55:43.000000","2021-03-02 19:20:47.000000",NULL,2,"[JIT] cannot statically infer the expected size of a list in this context for positional arguments to Tensor.view()"
649244245,"2020-07-01 19:21:12.000000","2020-07-01 19:21:17.000000",NULL,0,"Allow TLS to keep distributed autograd context alive"
649302589,"2020-07-01 20:35:47.000000","2020-08-07 23:11:30.000000",NULL,0,"JIT fuser result of dropout doesn't fully match eager mode "
649338073,"2020-07-01 21:38:19.000000","2020-07-06 04:22:29.000000",NULL,0,"Improve error messaging when using dictionaries as inputs to a trace"
649435069,"2020-07-02 00:07:29.000000","2020-07-03 21:24:45.000000",NULL,1,"[FR] torch.floor/ceil should support output int dtype"
649523665,"2020-07-02 01:59:49.000000","2020-09-25 10:16:36.000000",NULL,4,"Unable to locate program input point"
649782783,"2020-07-02 09:29:33.000000","2020-12-03 05:14:19.000000",NULL,1,"will you support SRU on mobile?"
649934964,"2020-07-02 13:33:28.000000","2021-02-04 21:20:37.000000",NULL,4,"Inconsistent handling of torch.Size.__add__"
649967030,"2020-07-02 14:17:01.000000","2020-09-30 14:41:43.000000",NULL,0,"Vectorized torch.eig()"
650142089,"2020-07-02 18:57:50.000000","2021-03-09 21:26:10.000000",NULL,1,"MultiheadAttention set(-inf) cause 'Nan' in loss computing"
650160527,"2020-07-02 19:34:34.000000","2020-07-16 09:29:56.000000",NULL,5,"[RFC] [RPC] Automatic retries of all requests in TensorPipe agent"
650297336,"2020-07-03 02:20:48.000000","2020-09-09 16:59:52.000000",NULL,4,"Will the model run slower when deployed using libtorch ?"
650651318,"2020-07-03 15:06:49.000000","2021-12-21 22:37:16.000000",NULL,10,"Inconsistent behaviour when parameter appears multiple times in parameter list"
650662978,"2020-07-03 15:30:26.000000","2020-11-03 18:54:57.000000",NULL,7,"Pytorch 1.4 compilation hangs on AMD Epyc"
650686658,"2020-07-03 16:27:00.000000","2020-07-11 17:32:05.000000",NULL,3,"Regarding graphs page on site"
650709217,"2020-07-03 17:36:40.000000","2020-07-22 22:14:28.000000",NULL,3,"The values calculated according to the document isn't equal to the values calculated by framework"
650724352,"2020-07-03 18:29:33.000000","2020-07-06 14:47:33.000000",NULL,2,"len of dataloader when using iterable dataset does not reflect batch size"
650804992,"2020-07-04 01:13:51.000000","2020-07-04 01:13:55.000000",NULL,0,"Add a launching script for RPC"
650834263,"2020-07-04 06:00:29.000000","2020-07-04 20:27:13.000000",NULL,0,"[FR] NCCL and bool type"
651081352,"2020-07-05 14:34:55.000000","2021-06-02 14:32:38.000000",NULL,8,"'_mm256_extract_epi64' was not declared in this scope when compiling on Debian 32-bit"
651090493,"2020-07-05 15:26:40.000000","2020-07-06 22:02:57.000000",NULL,1,"Difference between allocated and reserved CUDA memory"
651201171,"2020-07-06 02:16:27.000000","2020-07-06 16:31:27.000000",NULL,0,"Is this a bug? The values calculated according to the document isn't equal to the values calculated by framework"
651265589,"2020-07-06 05:48:46.000000","2020-08-25 01:36:28.000000",NULL,2,"Enable Intel® VTune™ Profiler's Instrumentation and Tracing Technology APIs (ITT) to PyTorch"
651446134,"2020-07-06 10:58:04.000000","2020-08-30 11:54:01.000000",NULL,2,"Simplify Adam Optimizer"
651753454,"2020-07-06 18:59:19.000000","2020-12-30 06:54:45.000000",NULL,16,"out= resizing (and restriding) behavior is confusing"
651865796,"2020-07-06 22:52:57.000000","2021-02-04 20:48:14.000000",NULL,0,"Human-readable names and operations for TorchScript model graphs"
