代码、职业_名称、就业、就业_增长、退休、其他_替代、总_工作_空缺、学校_离校者、移民、其他_求职者、求职者、最近_劳动力_市场_条件、未来_劳动力_市场_条件
N7450,Longshore 工人和物料搬运工,185100,6000,36700,7700,50400,48000,21000,-22600,46300,BALANCE,Balance
N7511,运输卡车司机,304000,30800,68000,15900,114700,34100,18600,50500,103200,BALANCE,短缺
N7512,“公交司机、地铁运营商等公交运营商”,81900,6700,31600,5700,44100,4100,3600,35300,42900,BALANCE,Balance
N7513,出租车和豪华轿车司机和司机,53700,5100,15900,3600,24600,4100,6400,13900,24400,BALANCE,Balance
N7514,送货和快递服务司机,69800,2900,15700,3700,22300,12600,7500,700,20700,BALANCE,Balance
N7521,重型设备操作员(起重机除外),77200,3600,14900,3800,22300,16800,1900,3100,21800,SURPLUS,Surplus
N7522,公共工程维修设备操作员及相关工人,30200,4400,5200,1300,10900,4700,500,5300,10500,BALANCE,Balance
N7530,其他运输设备操作员及相关维修工人,32600,1300,6500,1300,9100,13500,2000,-6300,9100,BALANCE,Balance
N7610,贸易帮工,130200,13400,16900,5100,35300,56400,14500,-31300,39700,BALANCE,剩余
N7620,"公共工程和其他劳动者, nec",28500,1600,6200,1200,9000,7700,1300,-400,8700,BALANCE,Balance
N8211,"主管、伐木和林业",5500,0,1000,300,1200,200,0,800,1000,BALANCE,Balance
N8220，“承包商和主管，采矿，石油和天然气”，26100,2700,3800,1200,7700,2900,400,3800,7200,SURPLUS,Surplus
N8231,地下生产开发矿工,23600,3000,2700,1000,6600,3900,200,2900,7000,BALANCE,Balance
N8232,“石油和天然气钻井工、服务员、测试员和相关工人”,24100,3200,3200,1100,7400,5100,500,2100,7800,SURPLUS,Surplus
N8241,测井机械操作员,9800,100,2300,500,3000,1600,100,1000,2700,BALANCE,Balance
N8252，"农业服务承包商、农场主管和专业畜牧工人 & 承包商和主管、园林绿化、场地维护和园艺服务",41200,2500,8500,1800,12800,8700,1500,2500,12600,SURPLUS,Surplus
N8260,渔船船长和渔夫/妇女,11400,-1800,3700,700,2600,1000,200,1500,2700,SURPLUS,Surplus
N8410, 石油和天然气钻探中的矿山服务人员和操作员,11800,600,900,500,2000,4500,200,-2900,1900,SURPLUS,Surplus
N8420,伐木和林业工人,9600,-300,2400,500,2600,3800,500,-1900,2300,BALANCE,Balance
N8431,普通农场工人,73200,0,8200,2900,11200,23900,6200,-18800,11300,BALANCE,Balance
N8432,苗圃和温室工人,12200,-800,1400,500,1100,3500,2000,-4700,800,BALANCE,Balance
N8440,其他从事捕鱼和诱捕和狩猎职业的工人,2700,-400,600,200,400,1200,0,-700,500,SURPLUS,剩余
N8611，收割劳工；水产养殖和海洋捕捞工人 & 伐木和林业工人,13000,-1300,2500,600,1800,4500,3200,-6300,1400,BALANCE,Balance
N8612,园林绿化和地面维护工人,82200,9700,10400,4000,24000,33200,4500,-11400,26400,BALANCE,剩余
N8614，"矿山工人和石油和天然气钻探、维修和相关工人",9100,100,900,400,1400,4200,600,-3700,1100,SURPLUS,Surplus
N9211，“主管，矿物和金属加工和主管，石油，天然气和化学加工和公用事业”，31500,3900,10200,1600,15700,4200,900,9700,14900,BALANCE,Balance
N9213,"主管食品、饮料及相关产品加工",20200,1500,5900,1000,8400,2900,1500,3500,7900,BALANCE,Balance
N9214,“塑料橡胶制品制造主管;林产品加工主管&纺织、面料、毛皮、皮革制品加工制造主管”,27700,1200,9800,1500,12500,2700,700,8500,12000,平衡，平衡
N9220,“主管、装配和制造”,61800,2900,19100,3100,25000,5700,1200,17800,24800,BALANCE,Balance
N9230,加工制造中的中央控制和过程操作员,20200,1600,3500,800,5900,4700,1100,-100,5700,BALANCE,Balance
N9240,公用事业设备操作员和控制器,39600,2700,8200,1700,12600,9000,1200,1000,11200,BALANCE,Balance
N9410,矿和金属产品的机器操作员和相关工人 pr,100500,7900,27200,4800,39800,16400,6800,14100,37300,BALANCE,Balance
N9420,“化学、塑料和橡胶机械操作工及相关工人”,43900,3000,11900,2100,17000,6700,5300,4400,16400,BALANCE,Balance
N9431，锯木机操作员；其他木材加工机械操作员；木材分级机和其他木材加工检验员和分级机 & 木工机械操作员,28300,-1100,8600,1200,8700,4400,1100,2100,7700,BALANCE,Balance
N9432，制浆机操作员；造纸和整理机操作员& 造纸机操作员,14300,-1700,5500,600,4400,2200,700,1600,4500,SURPLUS,Surplus
N9441，“纺织纤维和纱线、皮革和毛皮加工机器操作员和工人；织布工、针织工和其他织物制造职业；织物、毛皮和皮革切割师和检验员和分级员，纺织、织物、毛皮和皮革制品制造”，7300， -800,2600,300,2000,1800,1600,-1300,2100,平衡,平衡
N9446,工业缝纫机操作工,21500,-1400,7200,1200,7000,1200,3100,2700,7000,BALANCE,Balance
N9461，“过程控制和机器操作员，食品、饮料和相关产品加工；鱼类和海鲜工厂工人和测试员和分级员，食品、饮料和相关产品加工”，61500,3300,18000,2800,24100,13100,7000, 2500,22600,余额,余额
N9462,“工业屠夫和切肉机、家禽加工员和相关工人”,18300,1500,4200,800,6600,2500,5100,-1400,6200,BALANCE,Balance
N9470,印刷设备操作员及相关职业,17500,-2800,4100,700,2000,2700,2800,-3900,1600,BALANCE,Balance
N9521，“飞机装配工和飞机装配检验员；机动车辆装配工、检验员和测试员和机械装配工和检验员”,46500,4000,12200,2200,18400,10300,7600,200,18100,BALANCE,Balance
N9523,“电子组装、制造、检验和测试人员”,16100,0,5400,900,6200,3400,4300,-1500,6200,SURPLUS,Surplus
N9524，“装配商和检验员、电器、仪器和设备制造及装配商、制造商和检验员、工业电动机和变压器”，17800,1500,5800,1000,8200,3000,2700,2500,8200,BALANCE,Balance
N9531，“船装配工和检验员；塑料制品装配工、修整工和检验员；工业油漆工、涂装工和金属精加工工艺操作员和其他产品装配工、修整工和检验员”,65900,7600,16000,3400,27000,10700,7200,7900, 25700,余额,余额
N9532,家具和固定装置装配工和检验员；其他木制品装配工和检验员 & 家具修整工和修整工,40000,800,9700,1800,12300,6200,6500,-1700,11000,BALANCE,Balance
N9611,矿产和金属加工工人和金属制造工人,31500,2600,6000,1500,10100,7700,1500,700,10000,BALANCE,Balance
N9613,化工产品加工和公用事业工人 & 橡胶和塑料制品制造工人,14400,800,4100,700,5600,3900,2600,-500,6000,BALANCE,Balance
N9614,“木材、纸浆和纸张加工工人”,21900,100,4900,900,5900,5900,800,-1300,5300,BALANCE,Balance
N9616,“纺织加工工人和其他加工、制造和公用事业工人”,35000,-600,9500,1600,10500,9000,18900,-18200,9700,SURPLUS,Surplus
N9617,“食品、饮料及相关产品加工工人和鱼类和海产品加工工人”,53300,1500,12800,2300,16600,11100,18600,-12800,16900,BALANCE,Balance
